latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),wind_speed_10m (km/h),wind_speed_100m (km/h)
2023-07-30T05:00,21.2,72,0.00,0.00,0.00,0.00,1,17.7,29.4
2023-07-30T06:00,20.8,76,0.00,0.00,0.00,0.00,1,19.1,31.7
2023-07-30T07:00,19.9,75,0.00,0.00,0.00,0.00,0,17.8,30.0
2023-07-30T08:00,19.0,72,0.00,0.00,0.00,0.00,0,15.2,26.4
2023-07-30T09:00,18.2,72,0.00,0.00,0.00,0.00,0,13.3,24.1
2023-07-30T10:00,17.5,73,0.00,0.00,0.00,0.00,0,12.8,23.6
2023-07-30T11:00,17.9,72,0.00,0.00,0.00,0.00,0,13.8,20.9
2023-07-30T12:00,19.4,63,0.00,0.00,0.00,0.00,0,14.8,19.8
2023-07-30T13:00,20.3,58,0.00,0.00,0.00,0.00,0,12.0,15.4
2023-07-30T14:00,21.5,55,0.00,0.00,0.00,0.00,0,12.8,15.9
2023-07-30T15:00,23.0,50,0.00,0.00,0.00,0.00,1,13.6,17.1
2023-07-30T16:00,24.4,47,0.00,0.00,0.00,0.00,3,16.9,21.6
2023-07-30T17:00,24.2,47,0.00,0.00,0.00,0.00,2,16.7,21.8
2023-07-30T18:00,24.9,45,0.00,0.00,0.00,0.00,2,16.9,22.1
2023-07-30T19:00,26.0,42,0.00,0.00,0.00,0.00,1,17.7,22.3
2023-07-30T20:00,25.8,41,0.00,0.00,0.00,0.00,0,16.7,21.7
2023-07-30T21:00,26.1,40,0.00,0.00,0.00,0.00,0,17.5,22.6
2023-07-30T22:00,25.7,39,0.00,0.00,0.00,0.00,0,16.4,22.1
2023-07-30T23:00,24.8,42,0.00,0.00,0.00,0.00,1,12.0,20.0
2023-07-31T00:00,22.4,58,0.00,0.00,0.00,0.00,0,7.2,13.2
2023-07-31T01:00,20.5,67,0.00,0.00,0.00,0.00,0,8.9,12.1
2023-07-31T02:00,19.7,72,0.00,0.00,0.00,0.00,0,8.5,11.8
2023-07-31T03:00,18.5,77,0.00,0.00,0.00,0.00,0,9.5,14.0
2023-07-31T04:00,18.1,76,0.00,0.00,0.00,0.00,0,8.4,16.1
2023-07-31T05:00,17.5,77,0.00,0.00,0.00,0.00,0,7.9,16.5
2023-07-31T06:00,16.7,81,0.00,0.00,0.00,0.00,1,8.9,15.3
2023-07-31T07:00,16.9,79,0.00,0.00,0.00,0.00,0,7.7,15.6
2023-07-31T08:00,15.9,83,0.00,0.00,0.00,0.00,1,9.6,14.6
2023-07-31T09:00,16.6,81,0.00,0.00,0.00,0.00,0,6.9,13.9
2023-07-31T10:00,15.3,88,0.00,0.00,0.00,0.00,0,8.9,12.8
2023-07-31T11:00,17.6,78,0.00,0.00,0.00,0.00,0,6.8,13.1
2023-07-31T12:00,20.2,68,0.00,0.00,0.00,0.00,0,4.3,11.4
2023-07-31T13:00,22.9,55,0.00,0.00,0.00,0.00,0,3.1,4.3
2023-07-31T14:00,24.5,43,0.00,0.00,0.00,0.00,0,4.4,5.4
2023-07-31T15:00,25.7,41,0.00,0.00,0.00,0.00,0,6.4,7.9
2023-07-31T16:00,27.3,38,0.00,0.00,0.00,0.00,1,13.5,16.5
2023-07-31T17:00,28.1,36,0.00,0.00,0.00,0.00,0,14.9,18.7
2023-07-31T18:00,28.7,34,0.00,0.00,0.00,0.00,0,11.8,14.2
2023-07-31T19:00,29.3,31,0.00,0.00,0.00,0.00,1,7.5,9.1
2023-07-31T20:00,28.6,30,0.00,0.00,0.00,0.00,1,1.3,1.8
2023-07-31T21:00,27.7,35,0.00,0.00,0.00,0.00,1,8.5,10.5
2023-07-31T22:00,26.3,50,0.00,0.00,0.00,0.00,1,13.4,18.1
2023-07-31T23:00,24.9,59,0.00,0.00,0.00,0.00,0,12.1,18.8
2023-08-01T00:00,24.4,53,0.00,0.00,0.00,0.00,0,7.0,9.4
2023-08-01T01:00,23.4,51,0.00,0.00,0.00,0.00,1,6.8,15.4
2023-08-01T02:00,22.0,65,0.00,0.00,0.00,0.00,0,5.4,11.8
2023-08-01T03:00,20.6,70,0.00,0.00,0.00,0.00,0,6.5,13.6
2023-08-01T04:00,19.2,76,0.00,0.00,0.00,0.00,1,8.4,12.2
2023-08-01T05:00,19.8,67,0.00,0.00,0.00,0.00,1,7.9,19.0
2023-08-01T06:00,19.6,67,0.00,0.00,0.00,0.00,1,10.9,22.7
2023-08-01T07:00,19.0,70,0.00,0.00,0.00,0.00,0,12.8,24.7
2023-08-01T08:00,18.0,74,0.00,0.00,0.00,0.00,0,13.1,26.1
2023-08-01T09:00,17.3,76,0.00,0.00,0.00,0.00,0,11.6,24.9
2023-08-01T10:00,16.8,77,0.00,0.00,0.00,0.00,0,10.8,23.8
2023-08-01T11:00,17.5,76,0.00,0.00,0.00,0.00,0,11.2,24.6
2023-08-01T12:00,19.8,68,0.00,0.00,0.00,0.00,0,14.5,21.3
2023-08-01T13:00,21.5,60,0.00,0.00,0.00,0.00,0,15.0,19.4
2023-08-01T14:00,23.0,49,0.00,0.00,0.00,0.00,0,14.6,18.8
2023-08-01T15:00,24.1,44,0.00,0.00,0.00,0.00,0,12.2,15.2
2023-08-01T16:00,24.9,40,0.00,0.00,0.00,0.00,1,11.5,14.0
2023-08-01T17:00,25.2,39,0.00,0.00,0.00,0.00,0,11.2,13.8
2023-08-01T18:00,25.7,37,0.00,0.00,0.00,0.00,1,13.6,16.9
2023-08-01T19:00,25.9,34,0.00,0.00,0.00,0.00,1,11.4,14.1
2023-08-01T20:00,26.5,32,0.00,0.00,0.00,0.00,1,10.2,12.6
2023-08-01T21:00,26.8,29,0.00,0.00,0.00,0.00,0,15.6,19.7
2023-08-01T22:00,26.2,30,0.00,0.00,0.00,0.00,0,18.9,25.2
2023-08-01T23:00,25.2,32,0.00,0.00,0.00,0.00,0,18.4,27.8
2023-08-02T00:00,22.5,44,0.00,0.00,0.00,0.00,0,9.4,20.7
2023-08-02T01:00,20.1,58,0.00,0.00,0.00,0.00,0,8.3,14.8
2023-08-02T02:00,19.3,65,0.00,0.00,0.00,0.00,0,5.6,12.7
2023-08-02T03:00,18.0,77,0.00,0.00,0.00,0.00,0,6.3,10.6
2023-08-02T04:00,17.4,80,0.00,0.00,0.00,0.00,0,5.8,9.9
2023-08-02T05:00,16.8,82,0.00,0.00,0.00,0.00,0,5.9,10.5
2023-08-02T06:00,16.0,87,0.00,0.00,0.00,0.00,0,5.6,10.6
2023-08-02T07:00,15.6,88,0.00,0.00,0.00,0.00,0,6.2,14.4
2023-08-02T08:00,15.3,83,0.00,0.00,0.00,0.00,0,7.6,17.7
2023-08-02T09:00,14.8,82,0.00,0.00,0.00,0.00,0,7.3,18.1
2023-08-02T10:00,14.3,83,0.00,0.00,0.00,0.00,0,7.6,18.9
2023-08-02T11:00,15.6,79,0.00,0.00,0.00,0.00,0,10.6,20.4
2023-08-02T12:00,18.2,70,0.00,0.00,0.00,0.00,0,9.0,16.4
2023-08-02T13:00,20.8,57,0.00,0.00,0.00,0.00,0,9.7,12.6
2023-08-02T14:00,22.5,47,0.00,0.00,0.00,0.00,1,8.9,10.7
2023-08-02T15:00,23.6,43,0.00,0.00,0.00,0.00,1,7.2,8.3
2023-08-02T16:00,24.7,39,0.00,0.00,0.00,0.00,1,8.3,9.9
2023-08-02T17:00,25.3,37,0.00,0.00,0.00,0.00,0,8.6,9.8
2023-08-02T18:00,26.3,33,0.00,0.00,0.00,0.00,0,8.7,10.5
2023-08-02T19:00,27.4,29,0.00,0.00,0.00,0.00,2,9.4,11.5
2023-08-02T20:00,27.5,26,0.00,0.00,0.00,0.00,2,8.7,11.0
2023-08-02T21:00,26.8,26,0.00,0.00,0.00,0.00,2,4.0,4.7
2023-08-02T22:00,24.3,46,0.00,0.00,0.00,0.00,2,14.1,17.9
2023-08-02T23:00,22.8,52,0.00,0.00,0.00,0.00,0,16.9,23.8
2023-08-03T00:00,21.4,60,0.00,0.00,0.00,0.00,0,12.3,23.1
2023-08-03T01:00,20.6,64,0.00,0.00,0.00,0.00,0,8.8,19.8
2023-08-03T02:00,19.9,67,0.00,0.00,0.00,0.00,0,10.5,22.9
2023-08-03T03:00,19.3,67,0.00,0.00,0.00,0.00,0,11.1,24.5
2023-08-03T04:00,18.4,69,0.00,0.00,0.00,0.00,0,8.8,21.8
2023-08-03T05:00,17.5,73,0.00,0.00,0.00,0.00,1,7.1,19.3
2023-08-03T06:00,17.2,75,0.00,0.00,0.00,0.00,1,7.4,19.4
2023-08-03T07:00,16.7,77,0.00,0.00,0.00,0.00,1,6.6,18.1
2023-08-03T08:00,16.2,81,0.00,0.00,0.00,0.00,1,7.7,16.3
2023-08-03T09:00,15.8,84,0.00,0.00,0.00,0.00,0,7.7,16.1
2023-08-03T10:00,15.4,87,0.00,0.00,0.00,0.00,0,8.2,16.3
2023-08-03T11:00,17.5,77,0.00,0.00,0.00,0.00,1,8.6,17.1
2023-08-03T12:00,19.7,69,0.00,0.00,0.00,0.00,1,4.3,9.3
2023-08-03T13:00,22.2,61,0.00,0.00,0.00,0.00,0,7.9,10.2
2023-08-03T14:00,24.2,55,0.00,0.00,0.00,0.00,1,15.1,19.3
2023-08-03T15:00,25.2,50,0.10,0.10,0.00,0.00,51,15.8,20.3
2023-08-03T16:00,26.1,47,0.30,0.30,0.00,0.00,51,17.1,21.5
2023-08-03T17:00,25.9,48,0.30,0.30,0.00,0.00,51,20.6,26.3
2023-08-03T18:00,25.2,54,0.20,0.20,0.00,0.00,51,26.5,34.5
2023-08-03T19:00,25.2,53,0.00,0.00,0.00,0.00,1,29.0,38.4
2023-08-03T20:00,25.3,52,0.00,0.00,0.00,0.00,0,30.0,39.8
2023-08-03T21:00,24.5,53,0.00,0.00,0.00,0.00,1,29.3,39.8
2023-08-03T22:00,24.1,53,0.00,0.00,0.00,0.00,1,28.0,38.4
2023-08-03T23:00,23.2,56,0.00,0.00,0.00,0.00,1,24.8,35.6
2023-08-04T00:00,22.1,62,0.00,0.00,0.00,0.00,1,19.1,30.5
2023-08-04T01:00,21.9,62,0.00,0.00,0.00,0.00,1,14.1,24.9
2023-08-04T02:00,21.5,63,0.00,0.00,0.00,0.00,1,12.3,22.5
2023-08-04T03:00,21.0,65,0.00,0.00,0.00,0.00,0,13.4,25.2
2023-08-04T04:00,20.3,68,0.00,0.00,0.00,0.00,0,11.3,23.5
2023-08-04T05:00,20.0,70,0.00,0.00,0.00,0.00,0,11.6,23.8
2023-08-04T06:00,19.7,73,0.00,0.00,0.00,0.00,1,10.7,22.8
2023-08-04T07:00,19.2,78,0.00,0.00,0.00,0.00,1,11.1,22.4
2023-08-04T08:00,19.1,81,0.00,0.00,0.00,0.00,0,10.5,21.6
2023-08-04T09:00,18.5,87,0.00,0.00,0.00,0.00,1,8.9,20.7
2023-08-04T10:00,18.2,90,0.00,0.00,0.00,0.00,0,7.8,18.8
2023-08-04T11:00,19.3,87,0.00,0.00,0.00,0.00,0,10.9,19.7
2023-08-04T12:00,21.6,81,0.00,0.00,0.00,0.00,3,15.8,21.4
2023-08-04T13:00,22.8,74,0.00,0.00,0.00,0.00,1,16.8,21.9
2023-08-04T14:00,24.5,64,0.00,0.00,0.00,0.00,1,17.6,22.7
2023-08-04T15:00,25.5,58,0.00,0.00,0.00,0.00,3,21.3,27.4
2023-08-04T16:00,25.9,56,0.10,0.10,0.00,0.00,51,20.9,26.8
2023-08-04T17:00,25.7,58,0.40,0.40,0.00,0.00,51,17.4,22.4
2023-08-04T18:00,25.4,61,0.30,0.30,0.00,0.00,51,15.3,19.1
2023-08-04T19:00,27.0,55,0.10,0.10,0.00,0.00,51,21.3,27.2
2023-08-04T20:00,27.3,53,0.00,0.00,0.00,0.00,3,19.6,25.5
2023-08-04T21:00,27.1,54,0.00,0.00,0.00,0.00,3,16.3,20.9
2023-08-04T22:00,26.6,56,0.00,0.00,0.00,0.00,3,15.4,19.9
2023-08-04T23:00,26.0,59,0.00,0.00,0.00,0.00,1,15.8,22.7
2023-08-05T00:00,23.4,70,0.00,0.00,0.00,0.00,1,7.2,13.0
2023-08-05T01:00,23.0,73,0.00,0.00,0.00,0.00,3,6.3,12.4
2023-08-05T02:00,22.4,80,0.00,0.00,0.00,0.00,2,11.4,18.7
2023-08-05T03:00,20.9,85,0.00,0.00,0.00,0.00,1,9.7,14.1
2023-08-05T04:00,20.0,91,0.00,0.00,0.00,0.00,2,12.9,22.8
2023-08-05T05:00,20.0,92,0.00,0.00,0.00,0.00,0,9.0,16.4
2023-08-05T06:00,19.4,95,0.00,0.00,0.00,0.00,0,8.4,17.7
2023-08-05T07:00,19.2,97,0.00,0.00,0.00,0.00,0,5.8,14.8
2023-08-05T08:00,19.0,97,0.00,0.00,0.00,0.00,0,5.6,15.5
2023-08-05T09:00,18.2,98,0.00,0.00,0.00,0.00,0,5.2,13.3
2023-08-05T10:00,18.1,98,0.00,0.00,0.00,0.00,0,4.6,13.0
2023-08-05T11:00,19.2,92,0.00,0.00,0.00,0.00,0,5.4,11.0
2023-08-05T12:00,22.2,85,0.00,0.00,0.00,0.00,0,6.3,8.9
2023-08-05T13:00,24.1,71,0.00,0.00,0.00,0.00,0,8.6,10.5
2023-08-05T14:00,25.7,63,0.00,0.00,0.00,0.00,0,8.7,10.6
2023-08-05T15:00,26.9,58,0.10,0.10,0.00,0.00,51,9.4,11.4
2023-08-05T16:00,27.9,52,0.10,0.10,0.00,0.00,51,9.2,11.1
2023-08-05T17:00,28.9,48,0.00,0.00,0.00,0.00,2,9.2,10.8
2023-08-05T18:00,29.8,43,0.00,0.00,0.00,0.00,1,9.5,11.4
2023-08-05T19:00,30.4,39,0.00,0.00,0.00,0.00,1,10.2,12.2
2023-08-05T20:00,30.5,36,0.00,0.00,0.00,0.00,1,10.5,12.8
2023-08-05T21:00,29.9,34,0.00,0.00,0.00,0.00,1,8.1,9.8
2023-08-05T22:00,29.2,33,0.00,0.00,0.00,0.00,2,5.0,6.5
2023-08-05T23:00,27.8,43,0.00,0.00,0.00,0.00,1,4.0,7.5
2023-08-06T00:00,25.5,49,0.00,0.00,0.00,0.00,1,5.8,13.2
2023-08-06T01:00,24.4,56,0.00,0.00,0.00,0.00,1,5.4,12.5
2023-08-06T02:00,23.2,63,0.00,0.00,0.00,0.00,1,6.5,13.2
2023-08-06T03:00,22.5,66,0.00,0.00,0.00,0.00,1,6.6,14.5
2023-08-06T04:00,22.1,69,0.00,0.00,0.00,0.00,1,7.0,16.9
2023-08-06T05:00,21.6,70,0.00,0.00,0.00,0.00,1,7.3,17.7
2023-08-06T06:00,20.8,73,0.00,0.00,0.00,0.00,1,9.1,20.3
2023-08-06T07:00,19.8,78,0.00,0.00,0.00,0.00,0,7.3,19.2
2023-08-06T08:00,18.9,82,0.00,0.00,0.00,0.00,0,6.1,16.4
2023-08-06T09:00,18.4,81,0.00,0.00,0.00,0.00,0,6.5,16.7
2023-08-06T10:00,17.9,79,0.00,0.00,0.00,0.00,0,7.6,18.0
2023-08-06T11:00,18.8,75,0.00,0.00,0.00,0.00,0,10.8,20.2
2023-08-06T12:00,21.3,66,0.00,0.00,0.00,0.00,0,8.4,12.9
2023-08-06T13:00,23.7,57,0.00,0.00,0.00,0.00,0,6.6,7.9
2023-08-06T14:00,25.6,50,0.00,0.00,0.00,0.00,0,4.1,4.3
2023-08-06T15:00,27.1,46,0.00,0.00,0.00,0.00,0,1.5,1.1
2023-08-06T16:00,28.7,42,0.00,0.00,0.00,0.00,0,4.8,5.5
2023-08-06T17:00,29.7,37,0.00,0.00,0.00,0.00,2,5.8,6.6
2023-08-06T18:00,29.6,39,0.00,0.00,0.00,0.00,1,16.6,20.5
2023-08-06T19:00,28.6,41,0.00,0.00,0.00,0.00,0,18.3,22.6
2023-08-06T20:00,28.0,44,0.00,0.00,0.00,0.00,0,20.7,26.8
2023-08-06T21:00,28.1,45,0.00,0.00,0.00,0.00,0,20.0,25.6
2023-08-06T22:00,27.2,48,0.00,0.00,0.00,0.00,0,21.8,28.6
2023-08-06T23:00,25.7,53,0.00,0.00,0.00,0.00,0,21.1,30.4
2023-08-07T00:00,24.3,69,0.00,0.00,0.00,0.00,0,10.8,20.0
2023-08-07T01:00,23.4,73,0.00,0.00,0.00,0.00,0,12.8,24.1
2023-08-07T02:00,23.0,80,0.00,0.00,0.00,0.00,1,14.0,26.2
2023-08-07T03:00,22.8,80,0.00,0.00,0.00,0.00,1,13.8,25.7
2023-08-07T04:00,23.0,78,0.00,0.00,0.00,0.00,2,14.1,25.9
2023-08-07T05:00,22.8,78,0.00,0.00,0.00,0.00,2,11.5,22.6
2023-08-07T06:00,22.8,80,0.00,0.00,0.00,0.00,3,9.7,19.5
2023-08-07T07:00,22.8,80,0.00,0.00,0.00,0.00,3,10.5,19.1
2023-08-07T08:00,22.4,82,0.20,0.20,0.00,0.00,51,11.2,20.5
2023-08-07T09:00,22.0,85,0.40,0.40,0.00,0.00,51,11.3,20.3
2023-08-07T10:00,21.8,95,4.90,4.90,0.00,0.00,63,15.8,28.4
2023-08-07T11:00,22.0,95,5.50,5.50,0.00,0.00,63,17.5,30.3
2023-08-07T12:00,22.0,94,0.20,0.20,0.00,0.00,51,14.4,24.7
2023-08-07T13:00,22.4,95,0.70,0.70,0.00,0.00,53,15.8,24.1
2023-08-07T14:00,23.0,92,0.70,0.70,0.00,0.00,53,19.8,27.2
2023-08-07T15:00,23.6,89,0.50,0.50,0.00,0.00,53,14.3,18.7
2023-08-07T16:00,24.9,84,4.80,4.80,0.00,0.00,63,10.4,14.0
2023-08-07T17:00,26.7,78,0.10,0.10,0.00,0.00,51,19.8,26.0
2023-08-07T18:00,26.5,77,2.40,2.40,0.00,0.00,61,23.0,31.3
2023-08-07T19:00,27.5,72,0.10,0.10,0.00,0.00,51,26.3,35.7
2023-08-07T20:00,27.3,74,0.00,0.00,0.00,0.00,1,30.9,42.5
2023-08-07T21:00,27.0,75,0.00,0.00,0.00,0.00,1,31.2,43.5
2023-08-07T22:00,26.6,77,0.00,0.00,0.00,0.00,1,30.8,44.2
2023-08-07T23:00,25.2,81,2.40,2.40,0.00,0.00,61,23.0,35.7
2023-08-08T00:00,22.8,92,4.10,4.10,0.00,0.00,63,21.2,35.2
2023-08-08T01:00,23.4,95,10.20,10.20,0.00,0.00,65,18.4,32.1
2023-08-08T02:00,23.3,95,0.70,0.70,0.00,0.00,53,12.7,24.5
2023-08-08T03:00,23.4,94,0.00,0.00,0.00,0.00,1,14.1,26.0
2023-08-08T04:00,23.2,94,0.00,0.00,0.00,0.00,0,17.0,29.9
2023-08-08T05:00,23.0,94,0.00,0.00,0.00,0.00,2,15.0,28.1
2023-08-08T06:00,22.1,95,4.10,4.10,0.00,0.00,63,17.0,30.6
2023-08-08T07:00,21.7,95,10.60,10.60,0.00,0.00,65,15.5,28.5
2023-08-08T08:00,21.8,95,0.30,0.30,0.00,0.00,51,8.7,18.0
2023-08-08T09:00,21.5,97,0.00,0.00,0.00,0.00,3,6.6,16.0
2023-08-08T10:00,21.4,97,0.00,0.00,0.00,0.00,3,6.4,15.2
2023-08-08T11:00,21.7,96,0.00,0.00,0.00,0.00,3,10.5,16.4
2023-08-08T12:00,22.4,89,0.00,0.00,0.00,0.00,3,10.5,14.6
2023-08-08T13:00,23.5,86,0.10,0.10,0.00,0.00,51,10.9,14.7
2023-08-08T14:00,24.3,83,0.00,0.00,0.00,0.00,1,15.2,19.6
2023-08-08T15:00,25.3,73,0.10,0.10,0.00,0.00,51,19.8,25.6
2023-08-08T16:00,26.0,64,0.00,0.00,0.00,0.00,0,19.4,25.6
2023-08-08T17:00,26.9,58,0.00,0.00,0.00,0.00,1,22.0,28.8
2023-08-08T18:00,26.9,54,0.00,0.00,0.00,0.00,3,25.9,34.6
2023-08-08T19:00,26.0,53,0.00,0.00,0.00,0.00,2,27.7,37.8
2023-08-08T20:00,26.2,53,0.00,0.00,0.00,0.00,3,30.6,42.9
2023-08-08T21:00,25.3,56,0.00,0.00,0.00,0.00,3,28.1,40.5
2023-08-08T22:00,25.0,57,0.00,0.00,0.00,0.00,0,25.9,37.9
2023-08-08T23:00,24.2,60,0.00,0.00,0.00,0.00,0,21.5,33.9
2023-08-09T00:00,22.8,63,0.00,0.00,0.00,0.00,3,20.4,33.7
2023-08-09T01:00,22.7,62,0.00,0.00,0.00,0.00,1,21.2,33.8
2023-08-09T02:00,22.1,65,0.00,0.00,0.00,0.00,0,19.8,33.3
2023-08-09T03:00,21.8,66,0.00,0.00,0.00,0.00,1,18.8,32.0
2023-08-09T04:00,21.6,66,0.00,0.00,0.00,0.00,1,19.8,33.5
2023-08-09T05:00,21.5,66,0.00,0.00,0.00,0.00,1,19.8,33.2
2023-08-09T06:00,21.2,67,0.00,0.00,0.00,0.00,0,19.5,33.0
2023-08-09T07:00,20.8,67,0.00,0.00,0.00,0.00,0,19.4,33.2
2023-08-09T08:00,20.3,69,0.00,0.00,0.00,0.00,0,20.3,34.3
2023-08-09T09:00,19.8,71,0.00,0.00,0.00,0.00,0,19.3,33.7
2023-08-09T10:00,19.5,73,0.00,0.00,0.00,0.00,0,18.2,32.1
2023-08-09T11:00,19.9,72,0.00,0.00,0.00,0.00,0,18.3,30.6
2023-08-09T12:00,21.8,67,0.00,0.00,0.00,0.00,0,18.8,27.7
2023-08-09T13:00,23.2,62,0.00,0.00,0.00,0.00,0,20.6,27.7
2023-08-09T14:00,24.7,57,0.00,0.00,0.00,0.00,0,20.9,27.9
2023-08-09T15:00,26.2,52,0.00,0.00,0.00,0.00,0,21.3,28.0
2023-08-09T16:00,27.1,46,0.10,0.10,0.00,0.00,51,22.4,29.8
2023-08-09T17:00,28.0,43,0.00,0.00,0.00,0.00,0,19.5,25.6
2023-08-09T18:00,28.7,41,0.00,0.00,0.00,0.00,0,18.7,24.2
2023-08-09T19:00,29.0,39,0.00,0.00,0.00,0.00,0,19.2,25.3
2023-08-09T20:00,29.2,39,0.00,0.00,0.00,0.00,0,20.0,27.2
2023-08-09T21:00,29.3,41,0.00,0.00,0.00,0.00,0,18.4,25.5
2023-08-09T22:00,28.5,44,0.00,0.00,0.00,0.00,0,16.6,25.4
2023-08-09T23:00,27.2,48,0.00,0.00,0.00,0.00,0,14.8,27.0
2023-08-10T00:00,25.0,50,0.00,0.00,0.00,0.00,0,13.3,27.4
2023-08-10T01:00,23.4,57,0.00,0.00,0.00,0.00,0,14.1,27.9
2023-08-10T02:00,22.4,61,0.00,0.00,0.00,0.00,0,14.1,29.6
2023-08-10T03:00,21.9,65,0.00,0.00,0.00,0.00,0,12.6,27.1
2023-08-10T04:00,21.1,71,0.00,0.00,0.00,0.00,0,11.4,25.3
2023-08-10T05:00,20.7,74,0.00,0.00,0.00,0.00,0,11.2,25.9
2023-08-10T06:00,20.0,80,0.00,0.00,0.00,0.00,0,9.6,22.9
2023-08-10T07:00,19.4,84,0.00,0.00,0.00,0.00,1,8.1,20.9
2023-08-10T08:00,19.1,86,0.00,0.00,0.00,0.00,1,7.7,20.3
2023-08-10T09:00,18.8,87,0.00,0.00,0.00,0.00,1,6.6,18.8
2023-08-10T10:00,18.6,89,0.00,0.00,0.00,0.00,1,5.8,16.6
2023-08-10T11:00,19.8,85,0.00,0.00,0.00,0.00,1,7.2,14.7
2023-08-10T12:00,22.2,81,0.00,0.00,0.00,0.00,2,3.3,6.3
2023-08-10T13:00,24.0,75,0.00,0.00,0.00,0.00,3,2.1,2.3
2023-08-10T14:00,25.2,72,0.00,0.00,0.00,0.00,3,6.6,8.1
2023-08-10T15:00,23.9,78,1.30,1.30,0.00,0.00,61,12.0,15.2
2023-08-10T16:00,25.1,72,0.10,0.10,0.00,0.00,51,7.1,9.2
2023-08-10T17:00,25.3,71,0.10,0.10,0.00,0.00,51,10.4,13.1
2023-08-10T18:00,24.2,76,0.20,0.20,0.00,0.00,51,14.9,20.1
2023-08-10T19:00,23.8,83,0.60,0.60,0.00,0.00,53,12.3,16.9
2023-08-10T20:00,23.2,93,2.00,2.00,0.00,0.00,61,13.8,23.0
2023-08-10T21:00,22.3,93,3.70,3.70,0.00,0.00,63,7.6,14.4
2023-08-10T22:00,22.0,93,3.70,3.70,0.00,0.00,63,7.1,14.1
2023-08-10T23:00,22.2,91,0.20,0.20,0.00,0.00,51,7.5,12.2
2023-08-11T00:00,21.3,95,0.00,0.00,0.00,0.00,1,7.4,11.7
2023-08-11T01:00,20.8,97,0.00,0.00,0.00,0.00,0,5.9,12.8
2023-08-11T02:00,19.9,98,0.00,0.00,0.00,0.00,0,5.5,15.3
2023-08-11T03:00,19.7,97,0.00,0.00,0.00,0.00,0,6.6,18.3
2023-08-11T04:00,20.0,92,0.00,0.00,0.00,0.00,0,13.7,26.9
2023-08-11T05:00,19.7,91,0.00,0.00,0.00,0.00,0,14.0,28.3
2023-08-11T06:00,19.1,91,0.00,0.00,0.00,0.00,0,10.1,24.2
2023-08-11T07:00,18.6,91,0.00,0.00,0.00,0.00,0,8.9,22.2
2023-08-11T08:00,18.0,93,0.00,0.00,0.00,0.00,0,6.9,18.7
2023-08-11T09:00,17.9,93,0.00,0.00,0.00,0.00,0,8.5,20.9
2023-08-11T10:00,17.9,93,0.00,0.00,0.00,0.00,0,8.8,21.6
2023-08-11T11:00,18.7,91,0.00,0.00,0.00,0.00,0,11.2,21.3
2023-08-11T12:00,20.8,86,0.00,0.00,0.00,0.00,0,9.2,16.6
2023-08-11T13:00,22.3,80,0.00,0.00,0.00,0.00,0,9.0,11.4
2023-08-11T14:00,23.7,75,0.00,0.00,0.00,0.00,0,8.3,10.4
2023-08-11T15:00,25.3,64,0.10,0.10,0.00,0.00,51,12.2,15.5
2023-08-11T16:00,26.6,55,0.00,0.00,0.00,0.00,0,18.4,23.8
2023-08-11T17:00,27.4,51,0.00,0.00,0.00,0.00,1,20.2,25.9
2023-08-11T18:00,27.9,50,0.00,0.00,0.00,0.00,1,19.5,25.6
2023-08-11T19:00,28.6,48,0.00,0.00,0.00,0.00,2,19.8,25.6
2023-08-11T20:00,29.0,45,0.00,0.00,0.00,0.00,1,18.9,24.7
2023-08-11T21:00,28.6,46,0.00,0.00,0.00,0.00,0,17.9,24.0
2023-08-11T22:00,27.9,47,0.00,0.00,0.00,0.00,0,14.7,22.9
2023-08-11T23:00,26.4,52,0.00,0.00,0.00,0.00,0,9.1,20.3
2023-08-12T00:00,24.2,62,0.00,0.00,0.00,0.00,1,10.1,15.5
2023-08-12T01:00,23.2,65,0.00,0.00,0.00,0.00,0,8.1,12.6
2023-08-12T02:00,22.2,76,0.00,0.00,0.00,0.00,1,8.3,12.2
2023-08-12T03:00,21.4,78,0.00,0.00,0.00,0.00,1,8.6,14.2
2023-08-12T04:00,20.5,74,0.00,0.00,0.00,0.00,1,7.1,18.6
2023-08-12T05:00,19.2,83,0.00,0.00,0.00,0.00,0,8.4,12.5
2023-08-12T06:00,18.4,88,0.00,0.00,0.00,0.00,0,6.5,9.3
2023-08-12T07:00,17.6,92,0.00,0.00,0.00,0.00,0,6.2,7.8
2023-08-12T08:00,18.0,89,0.00,0.00,0.00,0.00,1,6.4,9.4
2023-08-12T09:00,17.4,91,0.00,0.00,0.00,0.00,0,6.4,9.0
2023-08-12T10:00,16.9,94,0.00,0.00,0.00,0.00,1,5.2,10.5
2023-08-12T11:00,18.1,90,0.00,0.00,0.00,0.00,1,7.2,10.4
2023-08-12T12:00,20.7,81,0.00,0.00,0.00,0.00,0,5.5,9.4
2023-08-12T13:00,23.2,72,0.00,0.00,0.00,0.00,0,6.8,8.6
2023-08-12T14:00,25.4,70,0.00,0.00,0.00,0.00,1,7.4,9.8
